utt,spk,partner,logmel_l1,snr_db
p26_u89,p26,demucs,0.4265,-3.97
p26_u89,p26,tstnn,0.4802,-4.46
p26_u90,p26,ce0.0,0.2879,11.97
p26_u90,p26,ce10.0,0.731,4.14
p26_u90,p26,demucs,0.3815,-4.38
p26_u90,p26,tstnn,0.4439,-4.33
p26_u91,p26,ce0.0,0.2754,11.17
p26_u91,p26,ce10.0,0.7231,4.06
p26_u91,p26,demucs,0.4176,-4.02
p26_u91,p26,tstnn,0.4921,-3.99
p26_u92,p26,ce0.0,0.3082,11.37
p26_u92,p26,ce10.0,0.743,4.11
p26_u92,p26,demucs,0.4137,-4.45
p26_u92,p26,tstnn,0.4795,-4.38
p26_u93,p26,ce0.0,0.2692,11.1
p26_u93,p26,ce10.0,0.7282,4.02
p26_u93,p26,demucs,0.4082,-4.52
p26_u93,p26,tstnn,0.4399,-4.62
p26_u94,p26,ce0.0,0.3016,10.8
p26_u94,p26,ce10.0,0.7225,3.34
p26_u94,p26,demucs,0.4026,-4.78
p26_u94,p26,tstnn,0.5034,-4.64
p26_u95,p26,ce0.0,0.2792,11.75
p26_u95,p26,ce10.0,0.7198,4.24
p26_u95,p26,demucs,0.397,-4.72
p26_u95,p26,tstnn,0.4724,-4.75
p26_u96,p26,ce0.0,0.3168,10.7
p26_u96,p26,ce10.0,0.7206,3.96
p26_u96,p26,demucs,0.4012,-4.78
p26_u96,p26,tstnn,0.4938,-4.48
p26_u97,p26,ce0.0,0.2931,12.04
p26_u97,p26,ce10.0,0.7537,4.41
p26_u97,p26,demucs,0.4694,-4.77
p26_u97,p26,tstnn,0.454,-4.54
p26_u98,p26,ce0.0,0.3042,10.98
p26_u98,p26,ce10.0,0.7187,3.94
p26_u98,p26,demucs,0.4099,-4.65
p26_u98,p26,tstnn,0.4811,-4.69
p26_u99,p26,ce0.0,0.2924,11.17
p26_u99,p26,ce10.0,0.7322,4.22
p26_u99,p26,demucs,0.3772,-4.88
p26_u99,p26,tstnn,0.4487,-5.2
p32_u00,p32,ce0.0,0.3525,11.15
p32_u00,p32,ce10.0,0.737,4.9
p32_u00,p32,demucs,0.3907,-5.27
p32_u00,p32,tstnn,0.5569,-4.35
p32_u01,p32,ce0.0,0.3596,11.14
p32_u01,p32,ce10.0,0.742,5.22
p32_u01,p32,demucs,0.4378,-5.89
p32_u01,p32,tstnn,0.4645,-4.86
p32_u02,p32,ce0.0,0.3312,11.49
p32_u02,p32,ce10.0,0.7237,4.82
p32_u02,p32,demucs,0.3565,-5.31
p32_u02,p32,tstnn,0.5119,-4.51
p32_u03,p32,ce0.0,0.3279,11.5
p32_u03,p32,ce10.0,0.734,5.36
p32_u03,p32,demucs,0.3952,-5.12
p32_u03,p32,tstnn,0.5287,-4.51
p32_u04,p32,ce0.0,0.3033,11.44
p32_u04,p32,ce10.0,0.7578,4.55
p32_u04,p32,demucs,0.4099,-5.51
p32_u04,p32,tstnn,0.5026,-4.41
p32_u05,p32,ce0.0,0.3758,12.08
p32_u05,p32,ce10.0,0.7253,5.21
p32_u05,p32,demucs,0.4349,-5.19
p32_u05,p32,tstnn,0.4598,-4.27
p32_u06,p32,ce0.0,0.2957,12.31
p32_u06,p32,ce10.0,0.7744,4.99
p32_u06,p32,demucs,0.4412,-5.64
p32_u06,p32,tstnn,0.4177,-4.77
p32_u07,p32,ce0.0,0.2771,11.09
p32_u07,p32,ce10.0,0.7635,4.72
p32_u07,p32,demucs,0.4019,-5.42
p32_u07,p32,tstnn,0.5187,-4.44
p32_u08,p32,ce0.0,0.268,12.15
p32_u08,p32,ce10.0,0.7373,4.94
p32_u08,p32,demucs,0.4238,-5.66
p32_u08,p32,tstnn,0.4603,-4.82
p32_u09,p32,ce0.0,0.2596,13.07
p32_u09,p32,ce10.0,0.7502,5.01
p32_u09,p32,demucs,0.3548,-5.06
p32_u09,p32,tstnn,0.407,-4.96
p32_u10,p32,ce0.0,0.2775,12.49
p32_u10,p32,ce10.0,0.7333,5.22
p32_u10,p32,demucs,0.4172,-5.34
p32_u10,p32,tstnn,0.4197,-4.76
p32_u11,p32,ce0.0,0.3292,12.79
p32_u11,p32,ce10.0,0.7297,5.17
p32_u11,p32,demucs,0.4445,-5.32
p32_u11,p32,tstnn,0.4289,-5.02
p32_u12,p32,ce0.0,0.3106,12.33
p32_u12,p32,ce10.0,0.6779,4.69
p32_u12,p32,demucs,0.4097,-5.4
p32_u12,p32,tstnn,0.4189,-4.56
p32_u13,p32,ce0.0,0.3254,12.26
p32_u13,p32,ce10.0,0.7845,5.11
p32_u13,p32,demucs,0.4281,-5.43
p32_u13,p32,tstnn,0.4307,-4.48
p32_u14,p32,ce0.0,0.3574,10.81
p32_u14,p32,ce10.0,0.7219,5.09
p32_u14,p32,demucs,0.4305,-5.41
p32_u14,p32,tstnn,0.4857,-4.38
p32_u15,p32,ce0.0,0.314,11.96
p32_u15,p32,ce10.0,0.7506,4.75
p32_u15,p32,demucs,0.4341,-5.06
p32_u15,p32,tstnn,0.5822,-4.15
p32_u16,p32,ce0.0,0.3387,11.5
p32_u16,p32,ce10.0,0.6939,5.41
p32_u16,p32,demucs,0.4511,-5.04
p32_u16,p32,tstnn,0.5066,-4.45
p32_u17,p32,ce0.0,0.3374,10.84
p32_u17,p32,ce10.0,0.7677,4.91
p32_u17,p32,demucs,0.4339,-5.62
p32_u17,p32,tstnn,0.4416,-4.92
p32_u18,p32,ce0.0,0.3029,11.98
p32_u18,p32,ce10.0,0.7119,5.09
p32_u18,p32,demucs,0.3859,-5.36
p32_u18,p32,tstnn,0.5333,-4.64
p32_u19,p32,ce0.0,0.3418,11.07
p32_u19,p32,ce10.0,0.7461,5.53
p32_u19,p32,demucs,0.48,-5.39
p32_u19,p32,tstnn,0.4631,-4.76
p32_u20,p32,ce0.0,0.313,12.07
p32_u20,p32,ce10.0,0.7161,5.52
p32_u20,p32,demucs,0.535,-4.82
p32_u20,p32,tstnn,0.5215,-4.33
p32_u21,p32,ce0.0,0.3133,10.81
p32_u21,p32,ce10.0,0.7225,5.35
p32_u21,p32,demucs,0.4676,-4.94
p32_u21,p32,tstnn,0.5076,-4.42
p32_u22,p32,ce0.0,0.2951,11.39
p32_u22,p32,ce10.0,0.7526,4.25
p32_u22,p32,demucs,0.3834,-5.46
p32_u22,p32,tstnn,0.4479,-4.76
p32_u23,p32,ce0.0,0.3046,11.64
p32_u23,p32,ce10.0,0.7133,4.9
p32_u23,p32,demucs,0.3785,-5.43
p32_u23,p32,tstnn,0.5516,-4.53
p32_u24,p32,ce0.0,0.3262,11.62
p32_u24,p32,ce10.0,0.7497,5.03
p32_u24,p32,demucs,0.4616,-5.16
p32_u24,p32,tstnn,0.4998,-4.59
p32_u25,p32,ce0.0,0.3122,12.12
p32_u25,p32,ce10.0,0.7098,5.37
p32_u25,p32,demucs,0.4348,-4.97
p32_u25,p32,tstnn,0.4702,-4.64
p32_u26,p32,ce0.0,0.4225,10.09
p32_u26,p32,ce10.0,0.7759,4.86
p32_u26,p32,demucs,0.4421,-6.04
p32_u26,p32,tstnn,0.4467,-4.64
p32_u27,p32,ce0.0,0.4116,12.09
p32_u27,p32,ce10.0,0.7708,5.32
p32_u27,p32,demucs,0.4573,-5.47
p32_u27,p32,tstnn,0.4268,-4.6
p32_u28,p32,ce0.0,0.3787,10.89
p32_u28,p32,ce10.0,0.7668,5.32
p32_u28,p32,demucs,0.4341,-5.74
p32_u28,p32,tstnn,0.4306,-4.74
p32_u29,p32,ce0.0,0.2908,12.02
p32_u29,p32,ce10.0,0.7068,4.75
p32_u29,p32,demucs,0.396,-5.15
p32_u29,p32,tstnn,0.4749,-4.34
p32_u30,p32,ce0.0,0.3554,10.84
p32_u30,p32,ce10.0,0.7257,5.13
p32_u30,p32,demucs,0.4482,-5.94
p32_u30,p32,tstnn,0.4515,-4.83
p32_u31,p32,ce0.0,0.3203,10.47
p32_u31,p32,ce10.0,0.7659,4.39
p32_u31,p32,demucs,0.4291,-5.54
p32_u31,p32,tstnn,0.4592,-4.7
p32_u32,p32,ce0.0,0.3683,9.94
p32_u32,p32,ce10.0,0.7495,4.63
p32_u32,p32,demucs,0.4582,-5.37
p32_u32,p32,tstnn,0.4775,-4.39
p32_u33,p32,ce0.0,0.3165,11.1
p32_u33,p32,ce10.0,0.7475,5.14
p32_u33,p32,demucs,0.4136,-5.09
p32_u33,p32,tstnn,0.4357,-4.49
p32_u34,p32,ce0.0,0.347,11.33
p32_u34,p32,ce10.0,0.7659,4.9
p32_u34,p32,demucs,0.435,-5.5
p32_u34,p32,tstnn,0.4314,-4.7
p32_u35,p32,ce0.0,0.3731,11.06
p32_u35,p32,ce10.0,0.7502,4.91
p32_u35,p32,demucs,0.424,-5.43
p32_u35,p32,tstnn,0.4614,-4.55
p32_u36,p32,ce0.0,0.348,12.09
p32_u36,p32,ce10.0,0.7617,5.18
p32_u36,p32,demucs,0.4845,-5.69
p32_u36,p32,tstnn,0.4408,-4.91
p32_u37,p32,ce0.0,0.3585,11.07
p32_u37,p32,ce10.0,0.7313,5.11
p32_u37,p32,demucs,0.4595,-5.52
p32_u37,p32,tstnn,0.4647,-4.59
p32_u38,p32,ce0.0,0.3067,11.95
p32_u38,p32,ce10.0,0.7694,5.07
p32_u38,p32,demucs,0.4302,-5.5
p32_u38,p32,tstnn,0.4435,-4.52
p32_u39,p32,ce0.0,0.3639,10.56
p32_u39,p32,ce10.0,0.7442,4.84
p32_u39,p32,demucs,0.439,-5.25
p32_u39,p32,tstnn,0.4992,-4.52
p32_u40,p32,ce0.0,0.3891,11.14
p32_u40,p32,ce10.0,0.7916,5.07
p32_u40,p32,demucs,0.4351,-5.51
p32_u40,p32,tstnn,0.4577,-4.67
p32_u41,p32,ce0.0,0.352,11.22
p32_u41,p32,ce10.0,0.7589,4.8
p32_u41,p32,demucs,0.4453,-5.23
p32_u41,p32,tstnn,0.5105,-4.64
p32_u42,p32,ce0.0,0.3879,11.17
p32_u42,p32,ce10.0,0.7216,4.68
p32_u42,p32,demucs,0.4364,-5.19
p32_u42,p32,tstnn,0.4647,-4.82
p32_u43,p32,ce0.0,0.3424,12.08
p32_u43,p32,ce10.0,0.7389,4.91
p32_u43,p32,demucs,0.4155,-5.06
p32_u43,p32,tstnn,0.4548,-4.36
p32_u44,p32,ce0.0,0.3632,11.42
p32_u44,p32,ce10.0,0.7388,4.89
p32_u44,p32,demucs,0.4512,-5.52
p32_u44,p32,tstnn,0.4813,-4.57
p32_u45,p32,ce0.0,0.3863,10.02
p32_u45,p32,ce10.0,0.7744,4.76
p32_u45,p32,demucs,0.4268,-5.43
p32_u45,p32,tstnn,0.48,-4.7
p32_u46,p32,ce0.0,0.308,10.54
p32_u46,p32,ce10.0,0.7337,5.17
p32_u46,p32,demucs,0.4059,-5.14
p32_u46,p32,tstnn,0.4527,-4.7
p32_u47,p32,ce0.0,0.339,10.84
p32_u47,p32,ce10.0,0.7308,4.98
p32_u47,p32,demucs,0.4254,-4.99
p32_u47,p32,tstnn,0.5181,-4.45
p32_u48,p32,ce0.0,0.3481,11.82
p32_u48,p32,ce10.0,0.7174,5.14
p32_u48,p32,demucs,0.4171,-5.0
p32_u48,p32,tstnn,0.491,-4.44
p32_u49,p32,ce0.0,0.3259,11.63
p32_u49,p32,ce10.0,0.7304,5.08
p32_u49,p32,demucs,0.4309,-5.51
p32_u49,p32,tstnn,0.459,-4.81
p32_u50,p32,ce0.0,0.3104,10.8
p32_u50,p32,ce10.0,0.7401,4.7
p32_u50,p32,demucs,0.437,-5.31
p32_u50,p32,tstnn,0.4928,-4.55
p32_u51,p32,ce0.0,0.3868,11.39
p32_u51,p32,ce10.0,0.7426,5.31
p32_u51,p32,demucs,0.4505,-5.2
p32_u51,p32,tstnn,0.4452,-4.51
p32_u52,p32,ce0.0,0.3753,10.27
p32_u52,p32,ce10.0,0.7511,5.37
p32_u52,p32,demucs,0.4321,-5.65
p32_u52,p32,tstnn,0.4917,-4.66
p32_u53,p32,ce0.0,0.3778,11.48
p32_u53,p32,ce10.0,0.7591,4.96
p32_u53,p32,demucs,0.4198,-5.68
p32_u53,p32,tstnn,0.5007,-4.6
p32_u54,p32,ce0.0,0.3516,10.91
p32_u54,p32,ce10.0,0.7476,5.01
p32_u54,p32,demucs,0.454,-5.52
p32_u54,p32,tstnn,0.4565,-4.64
p32_u55,p32,ce0.0,0.3119,12.6
p32_u55,p32,ce10.0,0.7515,5.03
p32_u55,p32,demucs,0.4169,-5.04
p32_u55,p32,tstnn,0.456,-4.52
p32_u56,p32,ce0.0,0.3581,11.75
p32_u56,p32,ce10.0,0.7533,4.82
p32_u56,p32,demucs,0.4101,-5.23
p32_u56,p32,tstnn,0.4764,-4.35
p32_u57,p32,ce0.0,0.3797,10.65
p32_u57,p32,ce10.0,0.7019,4.9
p32_u57,p32,demucs,0.4518,-5.5
p32_u57,p32,tstnn,0.4699,-4.77
p32_u58,p32,ce0.0,0.401,10.44
p32_u58,p32,ce10.0,0.7373,4.98
p32_u58,p32,demucs,0.45,-5.78
p32_u58,p32,tstnn,0.4617,-4.64
p32_u59,p32,ce0.0,0.3413,11.39
p32_u59,p32,ce10.0,0.7427,4.89
p32_u59,p32,demucs,0.4686,-5.76
p32_u59,p32,tstnn,0.4713,-4.77
p32_u60,p32,ce0.0,0.3526,12.01
p32_u60,p32,ce10.0,0.7618,4.82
p32_u60,p32,demucs,0.4504,-5.71
p32_u60,p32,tstnn,0.4301,-4.65
p32_u61,p32,ce0.0,0.2625,12.85
p32_u61,p32,ce10.0,0.7149,4.8
p32_u61,p32,demucs,0.4272,-5.49
p32_u61,p32,tstnn,0.4267,-4.63
p32_u62,p32,ce0.0,0.3043,12.61
p32_u62,p32,ce10.0,0.7944,5.11
p32_u62,p32,demucs,0.4664,-5.03
p32_u62,p32,tstnn,0.4926,-4.48
p32_u63,p32,ce0.0,0.3054,11.92
p32_u63,p32,ce10.0,0.7395,5.41
p32_u63,p32,demucs,0.4331,-5.33
p32_u63,p32,tstnn,0.4389,-4.45
p32_u64,p32,ce0.0,0.2887,11.98
p32_u64,p32,ce10.0,0.7327,4.79
p32_u64,p32,demucs,0.4254,-5.73
p32_u64,p32,tstnn,0.4473,-4.58
p32_u65,p32,ce0.0,0.288,11.28
p32_u65,p32,ce10.0,0.7303,4.81
p32_u65,p32,demucs,0.4389,-5.32
p32_u65,p32,tstnn,0.4648,-4.59
p32_u66,p32,ce0.0,0.3633,11.36
p32_u66,p32,ce10.0,0.746,4.65
p32_u66,p32,demucs,0.4006,-5.48
p32_u66,p32,tstnn,0.4815,-4.48
p32_u67,p32,ce0.0,0.2696,12.06
p32_u67,p32,ce10.0,0.7491,4.45
p32_u67,p32,demucs,0.4391,-5.21
p32_u67,p32,tstnn,0.4745,-4.2
p32_u68,p32,ce0.0,0.2647,13.03
p32_u68,p32,ce10.0,0.7567,4.96
p32_u68,p32,demucs,0.3927,-4.74
p32_u68,p32,tstnn,0.4336,-4.46
p32_u69,p32,ce0.0,0.3734,11.86
p32_u69,p32,ce10.0,0.7474,5.18
p32_u69,p32,demucs,0.4004,-4.31
p32_u69,p32,tstnn,0.4281,-3.83
p32_u70,p32,ce0.0,0.3191,12.66
p32_u70,p32,ce10.0,0.7917,5.3
p32_u70,p32,demucs,0.4933,-4.81
p32_u70,p32,tstnn,0.4453,-4.05
p32_u71,p32,ce0.0,0.3361,12.98
p32_u71,p32,ce10.0,0.7436,5.32
p32_u71,p32,demucs,0.4601,-5.19
p32_u71,p32,tstnn,0.4586,-4.58
p32_u72,p32,ce0.0,0.2768,12.16
p32_u72,p32,ce10.0,0.7518,4.45
p32_u72,p32,demucs,0.4327,-5.42
p32_u72,p32,tstnn,0.4614,-4.34
p32_u73,p32,ce0.0,0.269,12.54
p32_u73,p32,ce10.0,0.7633,4.71
p32_u73,p32,demucs,0.435,-4.87
p32_u73,p32,tstnn,0.4337,-4.2
p32_u74,p32,ce0.0,0.2889,12.66
p32_u74,p32,ce10.0,0.7337,5.06
p32_u74,p32,demucs,0.4415,-5.38
p32_u74,p32,tstnn,0.4455,-4.79
p32_u75,p32,ce0.0,0.2508,13.38
p32_u75,p32,ce10.0,0.7338,5.0
p32_u75,p32,demucs,0.4284,-5.33
p32_u75,p32,tstnn,0.4232,-4.48
p32_u76,p32,ce0.0,0.3115,10.88
p32_u76,p32,ce10.0,0.7801,4.3
p32_u76,p32,demucs,0.4429,-5.53
p32_u76,p32,tstnn,0.4846,-4.4
p32_u77,p32,ce0.0,0.3144,11.46
p32_u77,p32,ce10.0,0.7758,5.09
p32_u77,p32,demucs,0.4691,-5.59
p32_u77,p32,tstnn,0.4357,-4.65
p32_u78,p32,ce0.0,0.2984,11.89
p32_u78,p32,ce10.0,0.7626,4.72
p32_u78,p32,demucs,0.4267,-5.35
p32_u78,p32,tstnn,0.4777,-4.55
p32_u79,p32,ce0.0,0.369,9.83
p32_u79,p32,ce10.0,0.7603,4.69
p32_u79,p32,demucs,0.4315,-5.3
p32_u79,p32,tstnn,0.482,-4.6
p32_u80,p32,ce0.0,0.2899,12.34
p32_u80,p32,ce10.0,0.7667,4.73
p32_u80,p32,demucs,0.4512,-5.68
p32_u80,p32,tstnn,0.4657,-4.67
p32_u81,p32,ce0.0,0.2831,12.14
p32_u81,p32,ce10.0,0.7388,4.63
p32_u81,p32,demucs,0.4175,-5.29
p32_u81,p32,tstnn,0.4334,-4.55
p32_u82,p32,ce0.0,0.3277,11.37
p32_u82,p32,ce10.0,0.7522,4.84
p32_u82,p32,demucs,0.4213,-5.26
p32_u82,p32,tstnn,0.4311,-4.44
p32_u83,p32,ce0.0,0.2856,12.31
p32_u83,p32,ce10.0,0.7416,5.11
p32_u83,p32,demucs,0.4503,-5.47
p32_u83,p32,tstnn,0.4271,-4.59
p32_u84,p32,ce0.0,0.316,11.39
p32_u84,p32,ce10.0,0.7654,5.05
p32_u84,p32,demucs,0.4298,-5.7
p32_u84,p32,tstnn,0.4572,-4.64
p32_u85,p32,ce0.0,0.3451,10.92
p32_u85,p32,ce10.0,0.7748,4.5
p32_u85,p32,demucs,0.4636,-5.04
p32_u85,p32,tstnn,0.4685,-4.5
p32_u86,p32,ce0.0,0.2927,13.04
p32_u86,p32,ce10.0,0.6978,4.54
p32_u86,p32,demucs,0.404,-5.05
p32_u86,p32,tstnn,0.4603,-4.2
p32_u87,p32,ce0.0,0.3406,11.08
p32_u87,p32,ce10.0,0.7559,4.63
p32_u87,p32,demucs,0.4453,-5.88
p32_u87,p32,tstnn,0.4806,-4.79
p32_u88,p32,ce0.0,0.2824,12.45
p32_u88,p32,ce10.0,0.7649,4.72
p32_u88,p32,demucs,0.4561,-5.68
p32_u88,p32,tstnn,0.4509,-4.66
p32_u89,p32,ce0.0,0.3058,13.49
p32_u89,p32,ce10.0,0.7993,5.6
p32_u89,p32,demucs,0.4216,-5.42
p32_u89,p32,tstnn,0.4573,-5.22
p32_u90,p32,ce0.0,0.3453,11.92
p32_u90,p32,ce10.0,0.7227,4.61
p32_u90,p32,demucs,0.4417,-5.23
p32_u90,p32,tstnn,0.4557,-4.54
p32_u91,p32,ce0.0,0.3339,12.21
p32_u91,p32,ce10.0,0.7246,4.8
p32_u91,p32,demucs,0.417,-5.24
p32_u91,p32,tstnn,0.441,-4.77
p32_u92,p32,ce0.0,0.2861,12.09
p32_u92,p32,ce10.0,0.7306,4.76
p32_u92,p32,demucs,0.4682,-5.63
p32_u92,p32,tstnn,0.4376,-4.7
p32_u93,p32,ce0.0,0.3879,10.99
p32_u93,p32,ce10.0,0.7671,4.84
p32_u93,p32,demucs,0.4616,-5.5
p32_u93,p32,tstnn,0.4872,-4.61
p32_u94,p32,ce0.0,0.2912,12.69
p32_u94,p32,ce10.0,0.72,4.84
p32_u94,p32,demucs,0.4558,-5.13
p32_u94,p32,tstnn,0.4359,-4.57
p32_u95,p32,ce0.0,0.3872,12.16
p32_u95,p32,ce10.0,0.7595,5.24
p32_u95,p32,demucs,0.4009,-4.95
p32_u95,p32,tstnn,0.4489,-4.55
p32_u96,p32,ce0.0,0.3601,11.03
p32_u96,p32,ce10.0,0.7331,4.68
p32_u96,p32,demucs,0.4271,-5.3
p32_u96,p32,tstnn,0.5021,-4.35
p32_u97,p32,ce0.0,0.2827,12.83
p32_u97,p32,ce10.0,0.7567,5.23
p32_u97,p32,demucs,0.369,-4.88
p32_u97,p32,tstnn,0.4142,-4.45
p32_u98,p32,ce0.0,0.3954,11.19
p32_u98,p32,ce10.0,0.7216,4.68
p32_u98,p32,demucs,0.4263,-5.3
p32_u98,p32,tstnn,0.4565,-4.55
p32_u99,p32,ce0.0,0.2819,12.34
p32_u99,p32,ce10.0,0.7675,4.87
p32_u99,p32,demucs,0.431,-5.55
p32_u99,p32,tstnn,0.4278,-4.68
p38_u00,p38,ce0.0,0.3101,12.12
p38_u00,p38,ce10.0,0.7559,5.65
p38_u00,p38,demucs,0.4452,-6.12
p38_u00,p38,tstnn,0.4579,-5.83
p38_u01,p38,ce0.0,0.2922,11.94
p38_u01,p38,ce10.0,0.7464,6.51
p38_u01,p38,demucs,0.4568,-6.11
p38_u01,p38,tstnn,0.4555,-5.72
p38_u02,p38,ce0.0,0.3061,11.26
p38_u02,p38,ce10.0,0.7318,5.87
p38_u02,p38,demucs,0.37,-5.67
p38_u02,p38,tstnn,0.4035,-5.65
p38_u03,p38,ce0.0,0.3208,10.62
p38_u03,p38,ce10.0,0.7679,6.18
p38_u03,p38,demucs,0.4447,-6.14
p38_u03,p38,tstnn,0.4735,-5.36
p38_u04,p38,ce0.0,0.2916,13.07
p38_u04,p38,ce10.0,0.759,6.12
p38_u04,p38,demucs,0.5231,-6.23
p38_u04,p38,tstnn,0.4697,-5.52
p38_u05,p38,ce0.0,0.3371,9.98
p38_u05,p38,ce10.0,0.7729,5.73
p38_u05,p38,demucs,0.4489,-6.0
p38_u05,p38,tstnn,0.4698,-4.87
p38_u06,p38,ce0.0,0.3304,10.63
p38_u06,p38,ce10.0,0.813,5.85
p38_u06,p38,demucs,0.4811,-6.25
p38_u06,p38,tstnn,0.5047,-5.29
p38_u07,p38,ce0.0,0.3024,10.5
p38_u07,p38,ce10.0,0.791,5.89
p38_u07,p38,demucs,0.4503,-5.69
p38_u07,p38,tstnn,0.4876,-4.99
p38_u08,p38,ce0.0,0.2704,12.92
p38_u08,p38,ce10.0,0.7675,5.77
p38_u08,p38,demucs,0.4363,-5.88
p38_u08,p38,tstnn,0.4156,-5.57
p38_u09,p38,ce0.0,0.286,12.22
p38_u09,p38,ce10.0,0.773,6.01
p38_u09,p38,demucs,0.373,-5.76
p38_u09,p38,tstnn,0.4251,-5.66
p38_u10,p38,ce0.0,0.3207,11.48
p38_u10,p38,ce10.0,0.784,6.14
p38_u10,p38,demucs,0.4059,-6.29
p38_u10,p38,tstnn,0.4825,-5.7
p38_u11,p38,ce0.0,0.2926,13.12
p38_u11,p38,ce10.0,0.7759,5.7
p38_u11,p38,demucs,0.3683,-5.62
p38_u11,p38,tstnn,0.4563,-5.98
p38_u12,p38,ce0.0,0.349,10.81
p38_u12,p38,ce10.0,0.8007,5.9
p38_u12,p38,demucs,0.4528,-5.85
p38_u12,p38,tstnn,0.5134,-4.86
p38_u13,p38,ce0.0,0.3112,12.12
p38_u13,p38,ce10.0,0.7525,5.93
p38_u13,p38,demucs,0.4492,-6.34
p38_u13,p38,tstnn,0.5394,-5.23
p38_u14,p38,ce0.0,0.2963,11.01
p38_u14,p38,ce10.0,0.7399,5.58
p38_u14,p38,demucs,0.3991,-6.38
p38_u14,p38,tstnn,0.4411,-5.81
p38_u15,p38,ce0.0,0.2753,12.37
p38_u15,p38,ce10.0,0.7338,5.87
p38_u15,p38,demucs,0.3945,-6.12
p38_u15,p38,tstnn,0.4015,-5.61
p38_u16,p38,ce0.0,0.29,12.9
p38_u16,p38,ce10.0,0.771,6.2
p38_u16,p38,demucs,0.4142,-5.63
p38_u16,p38,tstnn,0.4722,-6.01
p38_u17,p38,ce0.0,0.2857,13.35
p38_u17,p38,ce10.0,0.7654,6.31
p38_u17,p38,demucs,0.3807,-5.97
p38_u17,p38,tstnn,0.4235,-5.82
p38_u18,p38,ce0.0,0.2816,12.79
p38_u18,p38,ce10.0,0.7546,5.64
p38_u18,p38,demucs,0.3798,-6.03
p38_u18,p38,tstnn,0.4467,-5.75
p38_u19,p38,ce0.0,0.2957,12.35
p38_u19,p38,ce10.0,0.7406,6.13
p38_u19,p38,demucs,0.3774,-5.67
p38_u19,p38,tstnn,0.46,-5.51
p38_u20,p38,ce0.0,0.3343,11.33
p38_u20,p38,ce10.0,0.8097,5.75
p38_u20,p38,demucs,0.4039,-5.91
p38_u20,p38,tstnn,0.4629,-5.71
p38_u21,p38,ce0.0,0.2616,12.89
p38_u21,p38,ce10.0,0.7212,5.96
p38_u21,p38,demucs,0.3658,-5.4
p38_u21,p38,tstnn,0.4392,-5.64
p38_u22,p38,ce0.0,0.3043,13.36
p38_u22,p38,ce10.0,0.7945,6.01
p38_u22,p38,demucs,0.3685,-5.87
p38_u22,p38,tstnn,0.4625,-5.4
p38_u23,p38,ce0.0,0.2791,12.26
p38_u23,p38,ce10.0,0.7353,5.61
p38_u23,p38,demucs,0.3988,-5.59
p38_u23,p38,tstnn,0.4132,-5.69
p38_u24,p38,ce0.0,0.2491,12.8
p38_u24,p38,ce10.0,0.7365,6.08
p38_u24,p38,demucs,0.3751,-6.01
p38_u24,p38,tstnn,0.4327,-5.99
p38_u25,p38,ce0.0,0.2944,12.73
p38_u25,p38,ce10.0,0.7578,5.87
p38_u25,p38,demucs,0.424,-6.03
p38_u25,p38,tstnn,0.4385,-6.13
p38_u26,p38,ce0.0,0.2878,12.95
p38_u26,p38,ce10.0,0.7214,6.12
p38_u26,p38,demucs,0.3938,-5.57
p38_u26,p38,tstnn,0.416,-5.68
p38_u27,p38,ce0.0,0.2603,11.93
p38_u27,p38,ce10.0,0.7507,5.74
p38_u27,p38,demucs,0.35,-5.69
p38_u27,p38,tstnn,0.4217,-5.37
p38_u28,p38,ce0.0,0.2962,12.13
p38_u28,p38,ce10.0,0.7557,5.66
p38_u28,p38,demucs,0.4423,-6.04
p38_u28,p38,tstnn,0.4638,-6.24
p38_u29,p38,ce0.0,0.2658,13.0
p38_u29,p38,ce10.0,0.7543,5.97
p38_u29,p38,demucs,0.3888,-4.96
p38_u29,p38,tstnn,0.4231,-5.73
p38_u30,p38,ce0.0,0.2937,12.28
p38_u30,p38,ce10.0,0.7855,5.71
p38_u30,p38,demucs,0.416,-5.58
p38_u30,p38,tstnn,0.4737,-5.5
p38_u31,p38,ce0.0,0.2797,11.78
p38_u31,p38,ce10.0,0.7504,5.6
p38_u31,p38,demucs,0.3757,-5.74
p38_u31,p38,tstnn,0.4076,-5.67
p38_u32,p38,ce0.0,0.3157,11.31
p38_u32,p38,ce10.0,0.7402,6.06
p38_u32,p38,demucs,0.4797,-5.64
p38_u32,p38,tstnn,0.463,-5.39
p38_u33,p38,ce0.0,0.3046,12.04
p38_u33,p38,ce10.0,0.765,6.01
p38_u33,p38,demucs,0.4149,-5.65
p38_u33,p38,tstnn,0.43,-5.68
p38_u34,p38,ce0.0,0.2838,12.42
p38_u34,p38,ce10.0,0.7248,6.05
p38_u34,p38,demucs,0.3716,-5.37
p38_u34,p38,tstnn,0.4135,-5.79
p38_u35,p38,ce0.0,0.308,11.65
p38_u35,p38,ce10.0,0.7442,6.25
p38_u35,p38,demucs,0.4384,-5.68
p38_u35,p38,tstnn,0.4708,-5.39
p38_u36,p38,ce0.0,0.3054,11.19
p38_u36,p38,ce10.0,0.7764,5.96
p38_u36,p38,demucs,0.4261,-5.42
p38_u36,p38,tstnn,0.4787,-5.67
p38_u37,p38,ce0.0,0.2755,12.44
