utt,spk,partner,logmel_l1,snr_db
p04_u94,p04,ce10.0,0.7539,5.07
p04_u94,p04,demucs,0.341,-5.25
p04_u94,p04,tstnn,0.4423,-5.15
p04_u95,p04,ce0.0,0.2478,11.86
p04_u95,p04,ce10.0,0.7536,4.9
p04_u95,p04,demucs,0.3214,-5.66
p04_u95,p04,tstnn,0.3976,-6.1
p04_u96,p04,ce0.0,0.2579,12.19
p04_u96,p04,ce10.0,0.7905,5.64
p04_u96,p04,demucs,0.4504,-4.91
p04_u96,p04,tstnn,0.5287,-5.2
p04_u97,p04,ce0.0,0.2621,11.68
p04_u97,p04,ce10.0,0.7029,4.93
p04_u97,p04,demucs,0.3592,-5.37
p04_u97,p04,tstnn,0.4344,-5.81
p04_u98,p04,ce0.0,0.2494,12.17
p04_u98,p04,ce10.0,0.7334,5.28
p04_u98,p04,demucs,0.3458,-5.2
p04_u98,p04,tstnn,0.4665,-5.03
p04_u99,p04,ce0.0,0.2394,12.36
p04_u99,p04,ce10.0,0.7448,5.74
p04_u99,p04,demucs,0.3824,-4.98
p04_u99,p04,tstnn,0.4384,-5.35
p21_u00,p21,ce0.0,0.2709,12.57
p21_u00,p21,ce10.0,0.7617,5.79
p21_u00,p21,demucs,0.3759,-6.29
p21_u00,p21,tstnn,0.4709,-6.31
p21_u01,p21,ce0.0,0.27,12.36
p21_u01,p21,ce10.0,0.6921,5.84
p21_u01,p21,demucs,0.3825,-6.01
p21_u01,p21,tstnn,0.4359,-6.67
p21_u02,p21,ce0.0,0.2855,12.02
p21_u02,p21,ce10.0,0.7347,6.15
p21_u02,p21,demucs,0.4093,-6.14
p21_u02,p21,tstnn,0.4481,-6.5
p21_u03,p21,ce0.0,0.2872,12.18
p21_u03,p21,ce10.0,0.6703,5.51
p21_u03,p21,demucs,0.3893,-5.1
p21_u03,p21,tstnn,0.4618,-4.98
p21_u04,p21,ce0.0,0.2744,12.55
p21_u04,p21,ce10.0,0.6439,5.47
p21_u04,p21,demucs,0.3629,-5.05
p21_u04,p21,tstnn,0.4565,-4.79
p21_u05,p21,ce0.0,0.2503,13.2
p21_u05,p21,ce10.0,0.6957,5.39
p21_u05,p21,demucs,0.4344,-5.3
p21_u05,p21,tstnn,0.5349,-4.96
p21_u06,p21,ce0.0,0.287,12.14
p21_u06,p21,ce10.0,0.7057,5.75
p21_u06,p21,demucs,0.3706,-6.01
p21_u06,p21,tstnn,0.4334,-6.62
p21_u07,p21,ce0.0,0.2673,13.06
p21_u07,p21,ce10.0,0.6324,5.82
p21_u07,p21,demucs,0.364,-5.33
p21_u07,p21,tstnn,0.4505,-5.5
p21_u08,p21,ce0.0,0.2846,12.31
p21_u08,p21,ce10.0,0.7151,5.78
p21_u08,p21,demucs,0.422,-5.23
p21_u08,p21,tstnn,0.4369,-5.8
p21_u09,p21,ce0.0,0.4019,9.58
p21_u09,p21,ce10.0,0.6995,5.5
p21_u09,p21,demucs,0.4135,-5.63
p21_u09,p21,tstnn,0.4459,-5.79
p21_u10,p21,ce0.0,0.3954,10.53
p21_u10,p21,ce10.0,0.714,5.71
p21_u10,p21,demucs,0.4374,-5.78
p21_u10,p21,tstnn,0.4406,-5.86
p21_u11,p21,ce0.0,0.326,10.67
p21_u11,p21,ce10.0,0.7129,5.6
p21_u11,p21,demucs,0.4021,-6.2
p21_u11,p21,tstnn,0.4494,-6.42
p21_u12,p21,ce0.0,0.2896,11.74
p21_u12,p21,ce10.0,0.7214,5.69
p21_u12,p21,demucs,0.3827,-5.73
p21_u12,p21,tstnn,0.4747,-5.21
p21_u13,p21,ce0.0,0.3568,9.23
p21_u13,p21,ce10.0,0.6953,5.51
p21_u13,p21,demucs,0.4155,-4.65
p21_u13,p21,tstnn,0.4412,-5.57
p21_u14,p21,ce0.0,0.3313,10.82
p21_u14,p21,ce10.0,0.7236,5.15
p21_u14,p21,demucs,0.4484,-6.78
p21_u14,p21,tstnn,0.4367,-6.23
p21_u15,p21,ce0.0,0.3373,10.41
p21_u15,p21,ce10.0,0.6753,5.84
p21_u15,p21,demucs,0.4024,-5.82
p21_u15,p21,tstnn,0.4203,-6.13
p21_u16,p21,ce0.0,0.3186,11.05
p21_u16,p21,ce10.0,0.7249,5.57
p21_u16,p21,demucs,0.3741,-6.12
p21_u16,p21,tstnn,0.4598,-5.92
p21_u17,p21,ce0.0,0.3043,11.09
p21_u17,p21,ce10.0,0.6998,5.29
p21_u17,p21,demucs,0.3788,-6.17
p21_u17,p21,tstnn,0.4277,-6.01
p21_u18,p21,ce0.0,0.3073,10.83
p21_u18,p21,ce10.0,0.6894,5.69
p21_u18,p21,demucs,0.4161,-6.11
p21_u18,p21,tstnn,0.4105,-6.08
p21_u19,p21,ce0.0,0.322,11.82
p21_u19,p21,ce10.0,0.7171,5.16
p21_u19,p21,demucs,0.4475,-6.72
p21_u19,p21,tstnn,0.4344,-5.97
p21_u20,p21,ce0.0,0.3092,10.88
p21_u20,p21,ce10.0,0.7065,5.45
p21_u20,p21,demucs,0.3617,-6.43
p21_u20,p21,tstnn,0.4254,-6.72
p21_u21,p21,ce0.0,0.3689,10.43
p21_u21,p21,ce10.0,0.6758,5.24
p21_u21,p21,demucs,0.3839,-6.19
p21_u21,p21,tstnn,0.4577,-5.16
p21_u22,p21,ce0.0,0.3854,8.89
p21_u22,p21,ce10.0,0.7254,5.18
p21_u22,p21,demucs,0.393,-5.62
p21_u22,p21,tstnn,0.4372,-5.03
p21_u23,p21,ce0.0,0.3286,9.85
p21_u23,p21,ce10.0,0.7191,5.54
p21_u23,p21,demucs,0.3897,-6.2
p21_u23,p21,tstnn,0.4344,-6.02
p21_u24,p21,ce0.0,0.3102,10.57
p21_u24,p21,ce10.0,0.7266,5.22
p21_u24,p21,demucs,0.3669,-5.9
p21_u24,p21,tstnn,0.4296,-6.04
p21_u25,p21,ce0.0,0.2843,10.87
p21_u25,p21,ce10.0,0.6796,5.23
p21_u25,p21,demucs,0.334,-5.43
p21_u25,p21,tstnn,0.4007,-5.77
p21_u26,p21,ce0.0,0.3418,10.48
p21_u26,p21,ce10.0,0.7462,4.97
p21_u26,p21,demucs,0.3624,-5.43
p21_u26,p21,tstnn,0.3937,-5.14
p21_u27,p21,ce0.0,0.3082,11.86
p21_u27,p21,ce10.0,0.7329,5.39
p21_u27,p21,demucs,0.4003,-5.27
p21_u27,p21,tstnn,0.4172,-5.67
p21_u28,p21,ce0.0,0.2919,11.27
p21_u28,p21,ce10.0,0.7286,5.46
p21_u28,p21,demucs,0.4213,-6.15
p21_u28,p21,tstnn,0.4317,-6.12
p21_u29,p21,ce0.0,0.2878,11.36
p21_u29,p21,ce10.0,0.7194,5.56
p21_u29,p21,demucs,0.3817,-5.71
p21_u29,p21,tstnn,0.4179,-5.56
p21_u30,p21,ce0.0,0.293,10.69
p21_u30,p21,ce10.0,0.7152,5.26
p21_u30,p21,demucs,0.3806,-6.07
p21_u30,p21,tstnn,0.4182,-6.05
p21_u31,p21,ce0.0,0.2869,11.19
p21_u31,p21,ce10.0,0.731,5.25
p21_u31,p21,demucs,0.332,-5.61
p21_u31,p21,tstnn,0.4171,-5.88
p21_u32,p21,ce0.0,0.2763,11.64
p21_u32,p21,ce10.0,0.7082,5.43
p21_u32,p21,demucs,0.4088,-6.18
p21_u32,p21,tstnn,0.4359,-5.95
p21_u33,p21,ce0.0,0.3043,10.64
p21_u33,p21,ce10.0,0.709,5.32
p21_u33,p21,demucs,0.3688,-5.87
p21_u33,p21,tstnn,0.4408,-4.87
p21_u34,p21,ce0.0,0.3614,10.76
p21_u34,p21,ce10.0,0.7265,5.89
p21_u34,p21,demucs,0.3627,-5.66
p21_u34,p21,tstnn,0.4267,-6.29
p21_u35,p21,ce0.0,0.2991,11.51
p21_u35,p21,ce10.0,0.6982,5.33
p21_u35,p21,demucs,0.4473,-6.05
p21_u35,p21,tstnn,0.4107,-5.62
p21_u36,p21,ce0.0,0.3329,10.39
p21_u36,p21,ce10.0,0.7076,5.29
p21_u36,p21,demucs,0.371,-5.08
p21_u36,p21,tstnn,0.3985,-5.71
p21_u37,p21,ce0.0,0.3191,10.89
p21_u37,p21,ce10.0,0.7148,5.02
p21_u37,p21,demucs,0.3818,-5.9
p21_u37,p21,tstnn,0.4003,-5.79
p21_u38,p21,ce0.0,0.3241,11.36
p21_u38,p21,ce10.0,0.696,5.52
p21_u38,p21,demucs,0.3823,-6.08
p21_u38,p21,tstnn,0.4234,-5.94
p21_u39,p21,ce0.0,0.3274,11.72
p21_u39,p21,ce10.0,0.7458,5.19
p21_u39,p21,demucs,0.3891,-5.64
p21_u39,p21,tstnn,0.4456,-6.09
p21_u40,p21,ce0.0,0.2956,11.83
p21_u40,p21,ce10.0,0.7798,4.99
p21_u40,p21,demucs,0.3875,-5.38
p21_u40,p21,tstnn,0.4276,-5.76
p21_u41,p21,ce0.0,0.2871,11.8
p21_u41,p21,ce10.0,0.7119,5.48
p21_u41,p21,demucs,0.411,-5.89
p21_u41,p21,tstnn,0.4167,-6.18
p21_u42,p21,ce0.0,0.3256,9.88
p21_u42,p21,ce10.0,0.7366,5.34
p21_u42,p21,demucs,0.4144,-5.8
p21_u42,p21,tstnn,0.4196,-6.06
p21_u43,p21,ce0.0,0.3473,10.69
p21_u43,p21,ce10.0,0.7605,4.82
p21_u43,p21,demucs,0.4138,-5.06
p21_u43,p21,tstnn,0.4281,-5.67
p21_u44,p21,ce0.0,0.3258,11.13
p21_u44,p21,ce10.0,0.7651,5.01
p21_u44,p21,demucs,0.3874,-5.6
p21_u44,p21,tstnn,0.4671,-4.79
p21_u45,p21,ce0.0,0.3129,11.34
p21_u45,p21,ce10.0,0.7551,4.97
p21_u45,p21,demucs,0.4753,-6.05
p21_u45,p21,tstnn,0.4772,-6.12
p21_u46,p21,ce0.0,0.3868,9.57
p21_u46,p21,ce10.0,0.7628,5.31
p21_u46,p21,demucs,0.4299,-5.34
p21_u46,p21,tstnn,0.4482,-6.04
p21_u47,p21,ce0.0,0.2985,11.57
p21_u47,p21,ce10.0,0.712,5.75
p21_u47,p21,demucs,0.4019,-5.85
p21_u47,p21,tstnn,0.4464,-6.75
p21_u48,p21,ce0.0,0.3078,11.54
p21_u48,p21,ce10.0,0.6807,5.32
p21_u48,p21,demucs,0.4084,-5.76
p21_u48,p21,tstnn,0.4656,-6.75
p21_u49,p21,ce0.0,0.3137,11.3
p21_u49,p21,ce10.0,0.7116,5.55
p21_u49,p21,demucs,0.4364,-6.4
p21_u49,p21,tstnn,0.462,-6.78
p21_u50,p21,ce0.0,0.333,11.14
p21_u50,p21,ce10.0,0.7207,5.66
p21_u50,p21,demucs,0.4236,-5.63
p21_u50,p21,tstnn,0.4513,-5.9
p21_u51,p21,ce0.0,0.296,11.32
p21_u51,p21,ce10.0,0.7298,5.18
p21_u51,p21,demucs,0.4288,-6.02
p21_u51,p21,tstnn,0.4148,-6.15
p21_u52,p21,ce0.0,0.2998,11.33
p21_u52,p21,ce10.0,0.6728,5.29
p21_u52,p21,demucs,0.4071,-5.18
p21_u52,p21,tstnn,0.4098,-6.06
p21_u53,p21,ce0.0,0.3012,11.55
p21_u53,p21,ce10.0,0.693,5.73
p21_u53,p21,demucs,0.4069,-5.6
p21_u53,p21,tstnn,0.4489,-6.81
p21_u54,p21,ce0.0,0.2606,12.32
p21_u54,p21,ce10.0,0.6826,5.35
p21_u54,p21,demucs,0.3761,-5.93
p21_u54,p21,tstnn,0.4169,-4.98
p21_u55,p21,ce0.0,0.3208,10.97
p21_u55,p21,ce10.0,0.7545,5.06
p21_u55,p21,demucs,0.4661,-5.53
p21_u55,p21,tstnn,0.4669,-5.05
p21_u56,p21,ce0.0,0.3319,11.05
p21_u56,p21,ce10.0,0.7208,5.51
p21_u56,p21,demucs,0.4162,-5.15
p21_u56,p21,tstnn,0.4464,-5.85
p21_u57,p21,ce0.0,0.3271,10.84
p21_u57,p21,ce10.0,0.7314,5.4
p21_u57,p21,demucs,0.3926,-5.76
p21_u57,p21,tstnn,0.3993,-5.65
p21_u58,p21,ce0.0,0.313,10.88
p21_u58,p21,ce10.0,0.6989,5.09
p21_u58,p21,demucs,0.4459,-5.22
p21_u58,p21,tstnn,0.4409,-5.69
p21_u59,p21,ce0.0,0.3453,10.03
p21_u59,p21,ce10.0,0.7183,4.71
p21_u59,p21,demucs,0.3987,-5.24
p21_u59,p21,tstnn,0.4192,-5.59
p21_u60,p21,ce0.0,0.3553,9.74
p21_u60,p21,ce10.0,0.7197,5.36
p21_u60,p21,demucs,0.4124,-5.67
p21_u60,p21,tstnn,0.4321,-6.12
p21_u61,p21,ce0.0,0.3119,12.4
p21_u61,p21,ce10.0,0.6951,5.15
p21_u61,p21,demucs,0.4454,-6.04
p21_u61,p21,tstnn,0.4156,-5.5
p21_u62,p21,ce0.0,0.2997,11.73
p21_u62,p21,ce10.0,0.6887,5.33
p21_u62,p21,demucs,0.4119,-6.29
p21_u62,p21,tstnn,0.429,-6.26
p21_u63,p21,ce0.0,0.3279,10.51
p21_u63,p21,ce10.0,0.724,5.31
p21_u63,p21,demucs,0.47,-6.16
p21_u63,p21,tstnn,0.4435,-5.3
p21_u64,p21,ce0.0,0.2905,9.88
p21_u64,p21,ce10.0,0.6648,4.96
p21_u64,p21,demucs,0.3733,-6.15
p21_u64,p21,tstnn,0.4372,-4.19
p21_u65,p21,ce0.0,0.3144,10.8
p21_u65,p21,ce10.0,0.6918,5.11
p21_u65,p21,demucs,0.4283,-5.72
p21_u65,p21,tstnn,0.4467,-5.73
p21_u66,p21,ce0.0,0.2991,11.49
p21_u66,p21,ce10.0,0.7214,5.42
p21_u66,p21,demucs,0.4325,-6.58
p21_u66,p21,tstnn,0.4223,-4.8
p21_u67,p21,ce0.0,0.3116,10.92
p21_u67,p21,ce10.0,0.7184,5.39
p21_u67,p21,demucs,0.4117,-5.77
p21_u67,p21,tstnn,0.4291,-5.82
p21_u68,p21,ce0.0,0.2942,11.47
p21_u68,p21,ce10.0,0.7074,5.04
p21_u68,p21,demucs,0.364,-5.48
p21_u68,p21,tstnn,0.4067,-5.44
p21_u69,p21,ce0.0,0.3299,10.86
p21_u69,p21,ce10.0,0.7247,5.16
p21_u69,p21,demucs,0.4355,-5.44
p21_u69,p21,tstnn,0.4447,-5.53
p21_u70,p21,ce0.0,0.3222,10.94
p21_u70,p21,ce10.0,0.7168,5.46
p21_u70,p21,demucs,0.4434,-6.11
p21_u70,p21,tstnn,0.4417,-5.22
p21_u71,p21,ce0.0,0.3418,10.45
p21_u71,p21,ce10.0,0.6989,4.91
p21_u71,p21,demucs,0.4543,-5.72
p21_u71,p21,tstnn,0.4556,-5.21
p21_u72,p21,ce0.0,0.3347,10.94
p21_u72,p21,ce10.0,0.7053,5.28
p21_u72,p21,demucs,0.4365,-5.97
p21_u72,p21,tstnn,0.4309,-5.55
p21_u73,p21,ce0.0,0.3311,11.26
p21_u73,p21,ce10.0,0.7389,5.54
p21_u73,p21,demucs,0.4616,-5.7
p21_u73,p21,tstnn,0.4171,-5.01
p21_u74,p21,ce0.0,0.3012,11.38
p21_u74,p21,ce10.0,0.6859,4.97
p21_u74,p21,demucs,0.4108,-6.18
p21_u74,p21,tstnn,0.4256,-5.22
p21_u75,p21,ce0.0,0.3124,11.24
p21_u75,p21,ce10.0,0.6953,5.09
p21_u75,p21,demucs,0.4355,-5.98
p21_u75,p21,tstnn,0.4327,-5.3
p21_u76,p21,ce0.0,0.3001,10.89
p21_u76,p21,ce10.0,0.7448,5.19
p21_u76,p21,demucs,0.4398,-5.67
p21_u76,p21,tstnn,0.4279,-5.78
p21_u77,p21,ce0.0,0.2902,11.43
p21_u77,p21,ce10.0,0.7346,5.15
p21_u77,p21,demucs,0.379,-5.48
p21_u77,p21,tstnn,0.411,-5.65
p21_u78,p21,ce0.0,0.3147,10.54
p21_u78,p21,ce10.0,0.7449,5.33
p21_u78,p21,demucs,0.4195,-6.23
p21_u78,p21,tstnn,0.4615,-6.37
p21_u79,p21,ce0.0,0.2866,11.12
p21_u79,p21,ce10.0,0.7117,5.17
p21_u79,p21,demucs,0.387,-5.41
p21_u79,p21,tstnn,0.4114,-5.89
p21_u80,p21,ce0.0,0.2999,11.56
p21_u80,p21,ce10.0,0.6804,5.39
p21_u80,p21,demucs,0.4459,-5.97
p21_u80,p21,tstnn,0.4377,-6.19
p21_u81,p21,ce0.0,0.2859,10.27
p21_u81,p21,ce10.0,0.7179,5.11
p21_u81,p21,demucs,0.4577,-5.4
p21_u81,p21,tstnn,0.4628,-5.15
p21_u82,p21,ce0.0,0.3268,10.45
p21_u82,p21,ce10.0,0.7272,4.96
p21_u82,p21,demucs,0.4488,-5.25
p21_u82,p21,tstnn,0.4451,-5.84
p21_u83,p21,ce0.0,0.3298,10.88
p21_u83,p21,ce10.0,0.7498,4.95
p21_u83,p21,demucs,0.4734,-5.44
p21_u83,p21,tstnn,0.4503,-6.07
p21_u84,p21,ce0.0,0.3286,10.66
p21_u84,p21,ce10.0,0.735,5.01
p21_u84,p21,demucs,0.4394,-5.75
p21_u84,p21,tstnn,0.4386,-6.06
p21_u85,p21,ce0.0,0.2929,11.09
p21_u85,p21,ce10.0,0.7266,5.09
p21_u85,p21,demucs,0.4042,-5.59
p21_u85,p21,tstnn,0.4705,-5.26
p21_u86,p21,ce0.0,0.3288,11.01
p21_u86,p21,ce10.0,0.7127,4.87
p21_u86,p21,demucs,0.4942,-6.61
p21_u86,p21,tstnn,0.4717,-5.94
p21_u87,p21,ce0.0,0.3174,10.57
p21_u87,p21,ce10.0,0.7044,5.03
p21_u87,p21,demucs,0.4867,-5.95
p21_u87,p21,tstnn,0.4777,-5.97
p21_u88,p21,ce0.0,0.3237,10.72
p21_u88,p21,ce10.0,0.6921,5.11
p21_u88,p21,demucs,0.4694,-6.14
p21_u88,p21,tstnn,0.4443,-5.6
p21_u89,p21,ce0.0,0.275,11.19
p21_u89,p21,ce10.0,0.6719,5.52
p21_u89,p21,demucs,0.3776,-5.55
p21_u89,p21,tstnn,0.4501,-5.15
p21_u90,p21,ce0.0,0.295,11.5
p21_u90,p21,ce10.0,0.7494,5.05
p21_u90,p21,demucs,0.4521,-5.68
p21_u90,p21,tstnn,0.4477,-5.68
p21_u91,p21,ce0.0,0.3187,10.48
p21_u91,p21,ce10.0,0.7614,5.01
p21_u91,p21,demucs,0.5146,-6.08
p21_u91,p21,tstnn,0.4503,-5.24
p21_u92,p21,ce0.0,0.3307,11.02
p21_u92,p21,ce10.0,0.6913,5.14
p21_u92,p21,demucs,0.4787,-6.26
p21_u92,p21,tstnn,0.431,-5.14
p21_u93,p21,ce0.0,0.318,10.25
p21_u93,p21,ce10.0,0.6876,5.41
p21_u93,p21,demucs,0.48,-6.36
p21_u93,p21,tstnn,0.4386,-5.32
p21_u94,p21,ce0.0,0.3416,11.02
p21_u94,p21,ce10.0,0.7183,5.15
p21_u94,p21,demucs,0.4444,-5.71
p21_u94,p21,tstnn,0.4555,-4.98
p21_u95,p21,ce0.0,0.3282,10.69
p21_u95,p21,ce10.0,0.7507,4.98
p21_u95,p21,demucs,0.502,-5.97
p21_u95,p21,tstnn,0.4515,-5.63
p21_u96,p21,ce0.0,0.3097,11.49
p21_u96,p21,ce10.0,0.733,4.7
p21_u96,p21,demucs,0.4922,-6.29
p21_u96,p21,tstnn,0.4756,-4.69
p21_u97,p21,ce0.0,0.3432,10.7
p21_u97,p21,ce10.0,0.7692,4.99
p21_u97,p21,demucs,0.4625,-5.73
p21_u97,p21,tstnn,0.467,-5.26
p21_u98,p21,ce0.0,0.3345,10.34
p21_u98,p21,ce10.0,0.6702,5.34
p21_u98,p21,demucs,0.4242,-5.84
p21_u98,p21,tstnn,0.4364,-5.66
p21_u99,p21,ce0.0,0.2809,11.46
p21_u99,p21,ce10.0,0.6943,5.43
p21_u99,p21,demucs,0.4301,-6.01
p21_u99,p21,tstnn,0.4181,-6.14
p24_u00,p24,ce0.0,0.344,9.41
p24_u00,p24,ce10.0,0.7155,3.99
p24_u00,p24,demucs,0.4313,-4.56
p24_u00,p24,tstnn,0.5056,-5.24
p24_u01,p24,ce0.0,0.3438,10.47
p24_u01,p24,ce10.0,0.708,3.85
p24_u01,p24,demucs,0.4187,-5.06
p24_u01,p24,tstnn,0.4813,-6.56
p24_u02,p24,ce0.0,0.3301,10.07
p24_u02,p24,ce10.0,0.6968,4.11
p24_u02,p24,demucs,0.4594,-5.1
p24_u02,p24,tstnn,0.5718,-4.4
p24_u03,p24,ce0.0,0.3278,10.72
p24_u03,p24,ce10.0,0.7069,4.5
p24_u03,p24,demucs,0.4163,-4.39
p24_u03,p24,tstnn,0.5913,-3.93
p24_u04,p24,ce0.0,0.3217,10.46
p24_u04,p24,ce10.0,0.7231,4.37
p24_u04,p24,demucs,0.4478,-4.8
p24_u04,p24,tstnn,0.5735,-4.15
p24_u05,p24,ce0.0,0.3039,10.3
p24_u05,p24,ce10.0,0.6996,4.47
p24_u05,p24,demucs,0.4183,-4.34
p24_u05,p24,tstnn,0.4879,-4.89
p24_u06,p24,ce0.0,0.3201,10.59
p24_u06,p24,ce10.0,0.7329,4.51
p24_u06,p24,demucs,0.45,-4.39
p24_u06,p24,tstnn,0.5415,-3.5
p24_u07,p24,ce0.0,0.3093,10.06
p24_u07,p24,ce10.0,0.7389,4.17
p24_u07,p24,demucs,0.4071,-4.63
p24_u07,p24,tstnn,0.536,-4.9
p24_u08,p24,ce0.0,0.3191,10.55
p24_u08,p24,ce10.0,0.7444,4.17
p24_u08,p24,demucs,0.4203,-3.88
p24_u08,p24,tstnn,0.5449,-3.11
p24_u09,p24,ce0.0,0.3134,10.36
p24_u09,p24,ce10.0,0.7016,4.32
p24_u09,p24,demucs,0.4308,-4.25
p24_u09,p24,tstnn,0.4757,-4.9
p24_u10,p24,ce0.0,0.3181,10.36
p24_u10,p24,ce10.0,0.6902,4.55
p24_u10,p24,demucs,0.4106,-4.51
p24_u10,p24,tstnn,0.4755,-5.35
p24_u11,p24,ce0.0,0.3489,9.43
p24_u11,p24,ce10.0,0.7063,3.76
p24_u11,p24,demucs,0.4305,-4.34
p24_u11,p24,tstnn,0.4999,-5.13
p24_u12,p24,ce0.0,0.3201,9.87
p24_u12,p24,ce10.0,0.7025,4.09
p24_u12,p24,demucs,0.4719,-4.27
p24_u12,p24,tstnn,0.4639,-6.37
p24_u13,p24,ce0.0,0.3234,11.07
p24_u13,p24,ce10.0,0.7167,3.84
p24_u13,p24,demucs,0.4081,-4.17
p24_u13,p24,tstnn,0.5368,-3.74
p24_u14,p24,ce0.0,0.3663,10.58
p24_u14,p24,ce10.0,0.7407,4.18
p24_u14,p24,demucs,0.5116,-2.8
p24_u14,p24,tstnn,0.5063,-4.65
p24_u15,p24,ce0.0,0.3208,9.74
p24_u15,p24,ce10.0,0.7048,4.53
p24_u15,p24,demucs,0.4269,-4.12
p24_u15,p24,tstnn,0.5298,-4.55
p24_u16,p24,ce0.0,0.3313,8.86
p24_u16,p24,ce10.0,0.6901,4.3
p24_u16,p24,demucs,0.4488,-4.53
p24_u16,p24,tstnn,0.5378,-4.56
p24_u17,p24,ce0.0,0.324,10.08
p24_u17,p24,ce10.0,0.7101,4.21
p24_u17,p24,demucs,0.4621,-4.71
p24_u17,p24,tstnn,0.4738,-6.39
p24_u18,p24,ce0.0,0.2992,10.81
p24_u18,p24,ce10.0,0.7146,4.29
p24_u18,p24,demucs,0.4528,-3.77
p24_u18,p24,tstnn,0.597,-3.78
p24_u19,p24,ce0.0,0.2981,12.05
p24_u19,p24,ce10.0,0.6617,4.79
p24_u19,p24,demucs,0.4012,-4.85
p24_u19,p24,tstnn,0.4725,-6.18
p24_u20,p24,ce0.0,0.3449,8.59
p24_u20,p24,ce10.0,0.6867,3.42
p24_u20,p24,demucs,0.3734,-4.1
p24_u20,p24,tstnn,0.4617,-5.53
p24_u21,p24,ce0.0,0.3316,9.02
p24_u21,p24,ce10.0,0.7018,4.51
p24_u21,p24,demucs,0.4339,-5.13
p24_u21,p24,tstnn,0.469,-6.01
p24_u22,p24,ce0.0,0.3065,9.94
p24_u22,p24,ce10.0,0.6957,3.71
p24_u22,p24,demucs,0.4169,-4.67
p24_u22,p24,tstnn,0.4881,-6.01
p24_u23,p24,ce0.0,0.3048,10.81
p24_u23,p24,ce10.0,0.673,4.57
p24_u23,p24,demucs,0.3983,-4.92
p24_u23,p24,tstnn,0.4595,-6.08
p24_u24,p24,ce0.0,0.3137,11.54
p24_u24,p24,ce10.0,0.7109,4.15
p24_u24,p24,demucs,0.4224,-4.28
p24_u24,p24,tstnn,0.5244,-3.96
p24_u25,p24,ce0.0,0.2814,10.81
p24_u25,p24,ce10.0,0.6939,4.23
p24_u25,p24,demucs,0.4381,-3.98
p24_u25,p24,tstnn,0.4831,-4.93
p24_u26,p24,ce0.0,0.2981,11.0
p24_u26,p24,ce10.0,0.7121,4.53
p24_u26,p24,demucs,0.4465,-4.14
p24_u26,p24,tstnn,0.5173,-4.65
p24_u27,p24,ce0.0,0.2998,9.7
p24_u27,p24,ce10.0,0.7248,4.04
p24_u27,p24,demucs,0.4159,-3.48
p24_u27,p24,tstnn,0.5027,-5.2
p24_u28,p24,ce0.0,0.2991,10.38
p24_u28,p24,ce10.0,0.6433,4.59
p24_u28,p24,demucs,0.3851,-4.27
p24_u28,p24,tstnn,0.4493,-6.22
p24_u29,p24,ce0.0,0.2993,11.33
p24_u29,p24,ce10.0,0.6796,4.25
p24_u29,p24,demucs,0.4303,-3.99
p24_u29,p24,tstnn,0.4909,-5.31
p24_u30,p24,ce0.0,0.3587,10.97
p24_u30,p24,ce10.0,0.7293,4.33
p24_u30,p24,demucs,0.5052,-4.22
p24_u30,p24,tstnn,0.5659,-4.1
p24_u31,p24,ce0.0,0.3111,9.27
p24_u31,p24,ce10.0,0.6843,3.84
p24_u31,p24,demucs,0.3853,-3.32
p24_u31,p24,tstnn,0.4723,-5.13
p24_u32,p24,ce0.0,0.34,9.09
p24_u32,p24,ce10.0,0.7168,3.6
p24_u32,p24,demucs,0.4517,-3.44
p24_u32,p24,tstnn,0.4805,-5.21
p24_u33,p24,ce0.0,0.3206,10.2
p24_u33,p24,ce10.0,0.644,4.17
p24_u33,p24,demucs,0.4506,-3.6
p24_u33,p24,tstnn,0.4712,-5.6
p24_u34,p24,ce0.0,0.2974,9.82
p24_u34,p24,ce10.0,0.6788,3.68
p24_u34,p24,demucs,0.4586,-3.18
p24_u34,p24,tstnn,0.485,-5.08
p24_u35,p24,ce0.0,0.2938,10.77
p24_u35,p24,ce10.0,0.6658,4.35
p24_u35,p24,demucs,0.4421,-4.35
p24_u35,p24,tstnn,0.4746,-5.95
p24_u36,p24,ce0.0,0.322,10.28
p24_u36,p24,ce10.0,0.6652,3.72
p24_u36,p24,demucs,0.3929,-4.11
p24_u36,p24,tstnn,0.4784,-5.8
p24_u37,p24,ce0.0,0.3195,10.29
p24_u37,p24,ce10.0,0.6904,3.56
p24_u37,p24,demucs,0.4178,-4.09
p24_u37,p24,tstnn,0.5051,-4.72
p24_u38,p24,ce0.0,0.3279,10.45
p24_u38,p24,ce10.0,0.7188,3.91
p24_u38,p24,demucs,0.4567,-4.85
p24_u38,p24,tstnn,0.5,-5.27
p24_u39,p24,ce0.0,0.3011,11.08
p24_u39,p24,ce10.0,0.6841,4.24
p24_u39,p24,demucs,0.4391,-4.17
p24_u39,p24,tstnn,0.5221,-3.96
p24_u40,p24,ce0.0,0.3428,10.76
p24_u40,p24,ce10.0,0.7287,4.29
p24_u40,p24,demucs,0.4398,-4.21
p24_u40,p24,tstnn,0.5291,-3.61
p24_u41,p24,ce0.0,0.3226,10.3
p24_u41,p24,ce10.0,0.6728,3.3
p24_u41,p24,demucs,0.4227,-4.01
